hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,1,338,2023,November,41,9,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,12,,68,Transient-Party,80,0,0,Canceled,20-06-16
City Hotel,1,214,2023,November,41,9,1,2,1,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,108.9,0,0,Canceled,04-04-16
City Hotel,1,154,2023,November,41,9,1,2,1,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,113.4,0,0,Canceled,13-08-16
City Hotel,1,106,2023,November,41,9,1,2,2,0,0,BB,GRC,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,118.8,0,1,Canceled,26-09-16
City Hotel,1,338,2023,November,41,9,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,12,,68,Transient-Party,80,0,0,Canceled,20-06-16
City Hotel,1,338,2023,November,41,9,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,12,,68,Transient-Party,80,0,0,Canceled,20-06-16
City Hotel,1,165,2023,November,41,9,1,2,3,0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,151.2,0,0,Canceled,29-04-16
City Hotel,1,338,2023,November,41,9,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,12,,68,Transient-Party,80,0,0,Canceled,20-06-16
City Hotel,1,214,2023,November,41,9,1,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,103.5,0,0,Canceled,04-04-16
City Hotel,1,71,2023,November,41,9,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,,0,Transient,101.87,0,0,Canceled,29-07-16
City Hotel,1,45,2023,November,41,9,2,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,139.5,0,1,Canceled,24-08-16
City Hotel,1,8,2023,November,41,9,2,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,15,,0,Transient,176,0,0,Canceled,29-09-16
City Hotel,1,242,2023,November,41,9,2,3,3,0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,150.45,0,0,Canceled,09-02-16
City Hotel,1,13,2023,November,41,9,2,3,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,7,,0,Transient,235.94,0,0,Canceled,27-09-16
City Hotel,1,241,2023,November,41,9,2,3,3,0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,150.45,0,1,Canceled,30-09-16
City Hotel,1,2,2023,November,41,10,0,1,2,1,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,185,0,0,Canceled,08-10-16
City Hotel,1,196,2023,November,41,10,1,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,122.4,0,0,Canceled,16-08-16
City Hotel,1,134,2023,November,41,10,1,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,4,No Deposit,9,,0,Transient,118.8,0,0,Canceled,18-07-16
City Hotel,1,130,2023,November,41,10,1,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,118.8,0,1,Canceled,02-10-16
City Hotel,1,205,2023,November,41,10,1,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,98.1,0,0,Canceled,26-03-16
City Hotel,1,96,2023,November,41,10,1,1,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,118.8,0,3,Canceled,05-10-16
City Hotel,1,139,2023,November,41,10,2,1,3,0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,151.2,0,0,Canceled,12-06-16
City Hotel,1,197,2023,November,41,10,2,1,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,108.9,0,0,Canceled,31-07-16
City Hotel,1,145,2023,November,41,10,2,1,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,108,0,1,Canceled,18-08-16
City Hotel,1,34,2023,November,41,10,2,1,3,0,0,BB,ARG,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,170.4,0,1,Canceled,15-09-16
City Hotel,1,50,2023,November,41,10,2,1,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,139.5,0,1,Canceled,26-08-16
City Hotel,1,139,2023,November,41,10,2,1,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,118.8,0,0,Canceled,12-06-16
City Hotel,1,23,2023,November,41,10,2,1,2,0,0,BB,ESP,Direct,Direct,0,0,0,D,D,0,No Deposit,14,,0,Transient,137.38,0,0,Canceled,24-09-16
City Hotel,1,34,2023,November,41,10,2,1,3,0,0,BB,ARG,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,170.4,0,1,Canceled,15-09-16
City Hotel,1,91,2023,November,41,10,2,2,2,0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,118.8,0,1,Canceled,12-09-16
City Hotel,1,89,2023,November,41,10,2,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85,,0,Transient,80.75,0,0,Canceled,26-07-16
City Hotel,1,113,2023,November,41,10,2,2,2,2,0,BB,ESP,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,,0,Transient,190.8,0,1,Canceled,12-09-16
City Hotel,1,99,2023,November,41,10,2,2,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,118.8,0,0,Canceled,11-07-16
City Hotel,1,132,2023,November,41,10,2,3,1,0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,113.4,0,1,Canceled,14-06-16
City Hotel,1,81,2023,November,41,10,2,3,2,0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,132.3,0,0,Canceled,20-07-16
City Hotel,1,110,2023,November,42,11,1,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,234,,0,Transient-Party,120,0,0,No-Show,09-10-16
City Hotel,1,102,2023,November,42,11,1,0,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,108,0,1,Canceled,08-10-16
City Hotel,1,24,2023,November,42,11,1,0,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,234,,0,Transient,120,0,0,Canceled,07-10-16
City Hotel,1,103,2023,November,42,11,1,0,3,0,0,BB,ISR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,151.2,0,0,Canceled,06-07-16
City Hotel,1,104,2023,November,42,11,1,0,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,108,0,1,Canceled,08-10-16
City Hotel,1,104,2023,November,42,11,1,0,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,108,0,1,Canceled,08-10-16
City Hotel,1,50,2023,November,42,11,1,0,2,0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,97.2,0,2,Canceled,04-09-16
City Hotel,1,110,2023,November,42,11,1,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,234,,0,Transient-Party,120,0,0,Canceled,09-10-16
City Hotel,1,103,2023,November,42,11,1,0,3,0,0,BB,ISR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,151.2,0,0,Canceled,08-07-16
City Hotel,1,24,2023,November,42,11,1,0,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,234,,0,Transient,120,0,0,Canceled,07-10-16
City Hotel,1,104,2023,November,42,11,1,0,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,108,0,1,Canceled,08-10-16
City Hotel,1,104,2023,November,42,11,1,0,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,9,,0,Transient,108,0,1,Canceled,08-10-16
City Hotel,1,104,2023,November,42,11,1,0,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,108,0,1,Canceled,08-10-16
City Hotel,1,102,2023,November,42,11,1,0,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,108,0,1,Canceled,08-10-16
City Hotel,1,26,2023,November,42,11,2,0,2,0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,119,0,1,Canceled,18-09-16
City Hotel,1,48,2023,November,42,11,2,0,2,0,0,BB,ECU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,139.5,0,1,Canceled,06-09-16
City Hotel,1,124,2023,November,42,11,2,0,2,1,0,BB,ISR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,135,0,0,Canceled,10-07-16
City Hotel,1,51,2023,November,42,11,2,0,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,108,0,3,Canceled,16-09-16
City Hotel,1,115,2023,November,42,11,2,1,2,1,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9,,0,Transient,151.2,0,2,Canceled,28-09-16
City Hotel,1,110,2023,November,42,11,2,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,234,,0,Transient-Party,80,0,0,No-Show,09-10-16
City Hotel,1,115,2023,November,42,11,2,1,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,132.3,0,2,Canceled,28-09-16
City Hotel,1,33,2023,November,42,11,2,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,138,0,0,Canceled,06-09-16
City Hotel,1,74,2023,November,42,11,2,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,118.8,0,0,Canceled,27-07-16
City Hotel,1,212,2023,November,42,11,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,75.23,0,0,Canceled,12-03-16
City Hotel,1,25,2023,November,42,11,2,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28,,0,Transient,85,0,0,No-Show,09-10-16
City Hotel,1,110,2023,November,42,11,2,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,4,No Deposit,234,,0,Transient-Party,130,0,2,No-Show,09-10-16
City Hotel,1,265,2023,November,42,11,2,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,100.3,0,0,Canceled,03-07-16
City Hotel,1,265,2023,November,42,11,2,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,100.3,0,0,Canceled,03-07-16
City Hotel,1,265,2023,November,42,11,2,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,100.3,0,0,Canceled,03-07-16
City Hotel,1,215,2023,November,42,11,2,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,106.25,0,0,Canceled,02-08-16
City Hotel,1,265,2023,November,42,11,2,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,100.3,0,0,Canceled,03-07-16
City Hotel,1,265,2023,November,42,11,2,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,100.3,0,0,Canceled,03-07-16
City Hotel,1,96,2023,November,42,11,2,4,2,0,0,BB,ISR,Direct,Direct,0,0,0,E,E,0,No Deposit,14,,0,Transient,143.79,0,1,Canceled,06-10-16
City Hotel,0,298,2023,November,42,11,2,5,2,0,0,BB,AUS,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,,0,Transient,79.59,0,1,Check-Out,16-10-16
City Hotel,1,275,2023,November,42,11,3,5,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,91.69,0,0,Canceled,09-01-16
City Hotel,1,275,2023,November,42,11,3,5,1,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,,0,Transient,91.69,0,0,Canceled,09-01-16
City Hotel,1,131,2023,November,42,12,1,0,1,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,108,0,0,Canceled,07-10-16
City Hotel,1,111,2023,November,42,12,1,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,234,,0,Transient-Party,120,0,0,Canceled,15-09-16
City Hotel,1,111,2023,November,42,12,1,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,234,,0,Transient-Party,120,0,0,Canceled,15-09-16
City Hotel,1,131,2023,November,42,12,1,0,1,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,108,0,0,Canceled,07-10-16
City Hotel,1,76,2023,November,42,12,1,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,234,,0,Transient-Party,120,0,0,Canceled,15-09-16
City Hotel,1,76,2023,November,42,12,1,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,234,,0,Transient-Party,120,0,0,Canceled,15-09-16
City Hotel,1,76,2023,November,42,12,1,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,234,,0,Transient-Party,120,0,0,Canceled,15-09-16
City Hotel,1,131,2023,November,42,12,1,0,1,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,108,0,0,Canceled,07-10-16
City Hotel,1,76,2023,November,42,12,1,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,234,,0,Transient-Party,120,0,0,Canceled,15-09-16
City Hotel,1,76,2023,November,42,12,1,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,234,,0,Transient-Party,120,0,0,Canceled,15-09-16
City Hotel,1,131,2023,November,42,12,1,0,1,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,108,0,0,Canceled,07-10-16
City Hotel,1,42,2023,November,42,12,1,0,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,126,0,1,Canceled,09-10-16
City Hotel,1,111,2023,November,42,12,1,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,234,,0,Transient-Party,120,0,0,Canceled,15-09-16
City Hotel,1,111,2023,November,42,12,1,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,234,,0,Transient-Party,120,0,0,Canceled,07-10-16
City Hotel,1,180,2023,November,42,12,1,0,1,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient-Party,98.1,0,1,Canceled,10-10-16
City Hotel,1,76,2023,November,42,12,1,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,234,,0,Transient-Party,120,0,0,Canceled,15-09-16
City Hotel,1,76,2023,November,42,12,1,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,234,,0,Transient-Party,120,0,0,Canceled,15-09-16
City Hotel,1,111,2023,November,42,12,1,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,234,,0,Transient-Party,120,0,0,Canceled,07-10-16
City Hotel,1,111,2023,November,42,12,1,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,234,,0,Transient-Party,120,0,0,Canceled,07-10-16
City Hotel,1,111,2023,November,42,12,1,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,234,,0,Transient-Party,120,0,0,Canceled,07-10-16
City Hotel,1,131,2023,November,42,12,1,0,1,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,108,0,0,Canceled,07-10-16
City Hotel,1,76,2023,November,42,12,1,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,234,,0,Transient-Party,120,0,0,Canceled,15-09-16
City Hotel,1,131,2023,November,42,12,1,0,1,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,108,0,0,Canceled,07-10-16
City Hotel,1,111,2023,November,42,12,1,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,A,0,No Deposit,234,,0,Transient-Party,120,0,0,Canceled,06-10-16
City Hotel,1,111,2023,November,42,12,1,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,234,,0,Transient-Party,120,0,0,Canceled,07-10-16
City Hotel,1,111,2023,November,42,12,1,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,234,,0,Transient-Party,120,0,0,Canceled,15-09-16
City Hotel,1,76,2023,November,42,12,1,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,234,,0,Transient-Party,120,0,0,Canceled,15-09-16
City Hotel,1,76,2023,November,42,12,1,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,234,,0,Transient-Party,120,0,0,Canceled,15-09-16
City Hotel,1,131,2023,November,42,12,1,0,1,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,108,0,0,Canceled,07-10-16
City Hotel,1,111,2023,November,42,12,1,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,234,,0,Transient-Party,120,0,0,Canceled,07-10-16
City Hotel,1,111,2023,November,42,12,1,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,234,,0,Transient-Party,120,0,0,Canceled,07-10-16
City Hotel,1,131,2023,November,42,12,1,0,1,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,108,0,0,Canceled,07-10-16
City Hotel,1,76,2023,November,42,12,1,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,234,,0,Transient-Party,120,0,0,Canceled,15-09-16
City Hotel,1,111,2023,November,42,12,1,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,234,,0,Transient-Party,120,0,0,Canceled,06-10-16
City Hotel,1,111,2023,November,42,12,1,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,234,,0,Transient-Party,120,0,0,Canceled,15-09-16
City Hotel,1,76,2023,November,42,12,1,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,234,,0,Transient-Party,120,0,0,Canceled,15-09-16
City Hotel,1,59,2023,November,42,12,1,0,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,,0,Transient,108,0,1,Canceled,09-10-16
City Hotel,1,111,2023,November,42,12,1,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,234,,0,Transient-Party,120,0,0,Canceled,15-09-16
City Hotel,1,89,2023,November,42,12,1,1,2,0,0,BB,KOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,118.8,0,1,Canceled,07-10-16
City Hotel,1,86,2023,November,42,12,1,2,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,108,0,2,Canceled,12-09-16
City Hotel,1,54,2023,November,42,12,1,2,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,118.8,0,0,Canceled,07-10-16
City Hotel,1,27,2023,November,42,12,1,2,2,0,0,BB,CHN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,144.9,0,0,Canceled,23-09-16
City Hotel,1,18,2023,November,42,12,1,2,2,0,0,BB,ESP,Direct,Direct,0,0,0,F,F,0,No Deposit,14,,0,Transient,224,0,0,Canceled,27-09-16
City Hotel,1,227,2023,November,42,12,1,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,E,E,0,Non Refund,,51,0,Transient-Party,106,0,0,Canceled,29-08-16
City Hotel,1,68,2023,November,42,12,1,2,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9,,0,Transient,132.3,0,3,Canceled,14-08-16
City Hotel,1,110,2023,November,42,12,1,2,2,0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,118.8,0,2,Canceled,11-09-16
City Hotel,1,83,2023,November,42,12,1,3,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,132.3,0,0,Canceled,20-07-16
City Hotel,1,81,2023,November,42,12,1,3,1,0,0,BB,CHN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,119.07,0,0,Canceled,09-10-16
City Hotel,1,180,2023,November,42,12,1,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,113.4,0,0,Canceled,05-06-16
City Hotel,1,33,2023,November,42,12,1,3,3,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,186,0,1,Canceled,09-09-16
City Hotel,1,32,2023,November,42,12,1,3,1,0,0,BB,CHN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,148.28,0,0,Canceled,09-10-16
City Hotel,1,88,2023,November,42,12,1,3,2,0,0,SC,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,108,0,0,Canceled,03-08-16
City Hotel,1,87,2023,November,42,12,1,3,2,1,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,135,0,1,Canceled,26-08-16
City Hotel,1,180,2023,November,42,12,1,3,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,102.6,0,0,Canceled,22-08-16
City Hotel,1,81,2023,November,42,12,1,3,1,0,0,BB,CHN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,119.07,0,0,Canceled,09-10-16
City Hotel,1,88,2023,November,42,12,1,3,3,0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,151.2,0,0,Canceled,18-07-16
City Hotel,1,58,2023,November,42,12,1,3,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,132.3,0,1,Canceled,06-09-16
City Hotel,1,269,2023,November,42,12,1,4,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,102.51,0,0,Canceled,17-03-16
City Hotel,1,129,2023,November,42,12,1,5,2,0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,132.3,0,0,Canceled,05-06-16
City Hotel,1,129,2023,November,42,12,1,5,2,0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,132.3,0,0,Canceled,05-06-16
City Hotel,1,129,2023,November,42,12,1,5,2,0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,132.3,0,0,Canceled,05-06-16
City Hotel,1,129,2023,November,42,12,1,5,2,0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,132.3,0,0,Canceled,05-06-16
City Hotel,1,129,2023,November,42,12,1,5,2,0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,132.3,0,0,Canceled,05-06-16
City Hotel,1,52,2023,November,42,12,3,9,2,0,0,BB,AGO,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,139.5,0,0,Canceled,09-10-16
City Hotel,1,53,2023,November,42,13,0,1,2,0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,108,0,0,Canceled,30-08-16
City Hotel,1,181,2023,November,42,13,0,1,1,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,3,No Deposit,9,,0,Transient,98.1,0,1,Canceled,07-10-16
City Hotel,1,181,2023,November,42,13,0,1,1,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,,0,Transient,78.48,0,0,Canceled,07-10-16
City Hotel,1,109,2023,November,42,13,0,1,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,108,0,0,Canceled,07-10-16
City Hotel,1,181,2023,November,42,13,0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,234,,0,Transient-Party,250,0,0,Canceled,06-10-16
City Hotel,1,109,2023,November,42,13,0,1,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,108,0,0,Canceled,07-10-16
City Hotel,1,109,2023,November,42,13,0,1,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,108,0,0,Canceled,07-10-16
City Hotel,1,183,2023,November,42,13,0,1,1,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,98.1,0,0,Canceled,07-10-16
City Hotel,1,183,2023,November,42,13,0,1,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,98.1,0,0,Canceled,07-10-16
City Hotel,1,183,2023,November,42,13,0,1,1,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,98.1,0,0,Canceled,07-10-16
City Hotel,1,181,2023,November,42,13,0,1,1,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,,0,Transient,98.1,0,1,Canceled,07-10-16
City Hotel,1,181,2023,November,42,13,0,1,1,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,,0,Transient,78.48,0,0,Canceled,07-10-16
